-5.621832959524518669e-01,-8.062699637896547644e-01,-2.357542952040215523e-01,-4.033555537694016868e-01,-5.658256568618165172e-01,-1.451447424616852111e-01,-6.950963341056177747e-01,-1.941917707638074475e-01,-1.451756183361800623e-01,-2.514003442529446075e-01
-1.944090234967404129e-01,-4.928291847802853121e-01,7.584818450609501772e-01,8.647997827860079978e-01,-1.745428248520490251e-03,-1.071856434458796359e-01,-7.757614915806189115e-01,2.323684349450156339e-01,-5.953347708893951262e-01,-8.159317905013288019e-01
-9.176238691690223881e-01,3.143522059837620120e-01,3.965828895153569178e-01,6.062383186093681653e-01,-5.417960610536991517e-01,3.272113388497067121e-01,-4.494237002346229692e-02,-7.762621596256227274e-01,3.265499755607151333e-01,-8.939171003061446158e-03
8.317680220900827703e-02,2.858064412710647484e-01,1.619255316585758442e-01,-7.455312314824399378e-01,-4.403232745158902062e-01,-5.403802548446772214e-01,2.024361611007042538e-01,9.395342950749874245e-01,-7.419513633160116362e-01,-1.046530059152376735e+00
4.007743038239152678e-01,-8.210027736387938146e-01,5.750054671151572094e-01,-1.939953358004631034e-01,3.817242415537567268e-01,-5.006881087865787672e-01,-6.540969937635096043e-01,-4.910234874696847718e-01,4.772716591752871329e-01,-3.328423132047632627e-01
-3.196237367294427201e-01,-5.659753910675751065e-01,-4.519180198420018613e-01,6.528725483718140765e-01,7.306801328656384875e-01,5.981975054065061803e-01,-6.027326687395953009e-01,-6.293455480347835973e-01,-8.716625095395997835e-01,7.012685776140866745e-01
-4.126242867093733446e-01,7.060332454386895051e-01,-5.214885351343941933e-01,-4.003004175074434956e-01,-3.553779057247200557e-01,6.272283709460992895e-01,1.921510407859221559e-01,-3.383691201534883564e-01,-1.593371739520678398e-01,-3.071959445244929476e-01
-5.623359077425728048e-01,8.771285348787279945e-01,-2.267294094454858078e-01,-5.006299130750027082e-01,-2.319582229957707076e-01,-2.340429963560705928e-01,7.836744107743057741e-01,-3.642639183329121066e-01,-6.802461294784031276e-01,-3.295002322521542459e-01
-6.620873392027289972e-01,1.695353147776531566e-01,-3.609353927124998584e-01,-5.775097483907436907e-02,4.122918775501318578e-01,6.977210897321309835e-01,-1.503463546168881670e-01,-2.262114895106944190e-01,-7.616730178890203096e-01,9.446469346233621334e-02
3.055188392704190070e-01,-5.336037586957496082e-01,2.008323417717453874e-01,2.359942755732247557e-02,-2.534426107294333042e-01,-1.068119593505146847e+00,8.324010316399411968e-02,3.388765539521424452e-01,-7.186120652001448672e-01,1.161787123962588764e-01
